"artist","song","first_name","last_name","user_id","item_in_session","session_id"
"Eminem","Without Me","Kate","Harrell","97","39","147"
"Huey Lewis & The News","I Want A New Drug","Jacob","Klein","73","28","255"
"Deana Carter","She's Good For You","Jayden","Graves","25","3","231"
"Righteous Brothers","Ebb Tide","Kate","Harrell","97","40","147"
"12 Stones","Adrenaline","Jayden","Graves","25","4","231"
"Randy Houser","Boots On","Jacob","Klein","73","29","255"
"The Smiths","Girlfriend In A Coma","Kate","Harrell","97","41","147"
"Eagle-Eye Cherry","Save Tonight","Kate","Harrell","97","42","147"
"Bo Hansson","Lothlorien (2002 Digital Remaster)","Jacob","Klein","73","30","255"
"Edwyn Collins","A Girl Like You","Jayden","Graves","25","5","231"
"Jesper Kyd","Ezio In Florence","Kate","Harrell","97","43","147"
"Karen Clark Sheard","Good","Jacob","Klein","73","31","255"
"Edison Glass","Let Go","Jayden","Graves","25","6","231"
"Coldplay","Life In Technicolor ii","Kate","Harrell","97","44","147"
"Mayday Parade","I Swear This Time I Mean It (Album Version)","Jayden","Graves","25","7","231"
"Alejandro Sanz","Sin que se note","Jacob","Klein","73","32","255"
"LMFAO / Lil Jon","Shots","Kate","Harrell","97","45","147"
"New Buffalo","I've got you and you've got me - song of contentment","Jayden","Graves","25","8","231"
"The New Pornographers","Go Places","Jacob","Klein","73","35","255"
"Stavento","Outro","Kate","Harrell","97","46","147"
"XTC","Into The Atom Age (2001 Digital Remaster)","Jayden","Graves","25","9","231"
"Usher","Hey Daddy (Daddy's Home)","Jacob","Klein","73","36","255"
"Sia","Little Black Sandals","Jayden","Graves","25","10","231"
"Train","Hey_ Soul Sister","Carlos","Carter","27","0","125"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","Jacob","Klein","73","37","255"
"Smokie Norful","Chapter 6: Exercise That Muscle","Jayden","Graves","25","11","231"
"Radiohead","Karma Police","Kate","Harrell","97","47","147"
"Old 97's","Victoria (LP Version)","Jayden","Graves","25","13","231"
"The Dust Brothers (featuring Tyler Durden)","This Is Your Life (featuring Tyler Durden) (Album Version)","Jacob","Klein","73","38","255"
"Plastilina Mosh","Mr. P-Mosh","Kate","Harrell","97","48","147"
"Tree63","The Answer To The Question","Jayden","Graves","25","14","231"
"The Yardbirds","The Train Kept A Rollin'","Jacob","Klein","73","39","255"
"Justice","TTHHEE PPAARRTTYY","Jayden","Graves","25","15","231"
"Matt Redman","This Is How We Know","Jayden","Graves","25","16","231"
"NEEDTOBREATHE","Streets Of Gold (Album Version)","Jayden","Fox","101","1","282"
"Maximilian Hecker","Let Me Out","Jacqueline","Lynch","29","1","28"
"KALIMBA","Tu CorazÃÂ³n lo sabe (Lat'n Party)","Jayden","Fox","101","2","282"
"The All-American Rejects","The Wind Blows","Jayden","Graves","25","17","231"
"John Prine","Aimless Love","Jayden","Fox","101","3","282"
"Dead Prez","Hip Hop","Jayden","Graves","25","18","231"
"Girl Talk","Hold up","Jayden","Fox","101","4","282"
"Queens Of The Stone Age","Misfit Love","Jayden","Graves","25","19","231"
"Miguel Calo","El Cuatrero","Jayden","Fox","101","5","282"
"Foals","After Glow","Jayden","Graves","25","20","231"
"Alison Krauss","I Give You To His Heart","Jayden","Graves","25","21","231"
"Linkin Park","Shadow Of The Day (Album Version)","Jayden","Graves","25","23","231"
"Vampire Weekend","A-Punk (Album)","Jayden","Fox","101","0","296"
"Crystal","VÃÂNDORMADÃÂR","Jayden","Fox","101","1","296"
"Plain White T S","A Lonely September (Album)","Theodore","Smith","52","0","261"
"Eddie Cochran","Mean When I'm Mad","Theodore","Smith","52","1","261"
"Justin Bieber","One Time","Austin","Rosales","12","1","209"
"Dee Dee Bridgewater","La Vie En Rose","Lily","Koch","15","38","818"
"Tim O'brien","Think About Last Night","Lily","Koch","15","39","818"
"Nirvana","Love Buzz","Lily","Koch","15","40","818"
"Weezer","Only In Dreams","Lily","Koch","15","41","818"
"Nightwish","She Is My Sin","Lily","Koch","15","42","818"
"California Swag District","Teach Me How To Dougie","Lily","Koch","15","43","818"
"Miike Snow","Silvia","Lily","Koch","15","44","818"
"Katy Perry","I Kissed A Girl","Lily","Koch","15","45","818"
"Sikth","Peep Show","Lily","Koch","15","46","818"
"Lily Allen","Not Fair","Lily","Koch","15","47","818"
"The Presidents of the United States of America","Lump","Lily","Koch","15","48","818"
"Wordsworth","Right Now (Produced by Ayatollah)","Lily","Koch","15","49","818"
"Rihanna","Take A Bow","Lily","Koch","15","50","818"
"Tomas Bodin","Back To The African Garden","Lily","Koch","15","51","818"
"Black Eyed Peas","My Humps","Lily","Koch","15","52","818"
"Carolina Liar","Show Me What I'm Looking For (Album Version)","Lily","Koch","15","53","818"
"Kansas","Dust in The Wind","Lily","Koch","15","54","818"
"Onar","Xehasmeni Melodia","Lily","Koch","15","55","818"
"Live","Lakini's Juice","Lily","Koch","15","56","818"
"Abstract Rude","Nuff Fire","Lily","Koch","15","57","818"
"Johnny Horton","Mean Mean Son Of A Gun","Lily","Koch","15","58","818"
"The Men They Couldn't Hang","Ironmasters","Lily","Koch","15","59","818"
"Rilo Kiley","The Absence Of God (Album Version)","Lily","Koch","15","60","818"
"Shwayze","Lost My Mind","Lily","Koch","15","61","818"
"Bram Vermeulen","Mamma","Lily","Koch","15","62","818"
"Death Cab for Cutie","I Will Follow You into the Dark (Album Version)","Lily","Koch","15","63","818"
"Dwight Yoakam","You're The One","Lily","Koch","15","64","818"
"Jadakiss / Ghostface Killah / Raekwon","Cartel Gathering","Lily","Koch","15","65","818"
"Rosana","Si tu no estas","Lily","Koch","15","66","818"
"The Killers","The Ballad of Michael Valentine","Lily","Koch","15","67","818"
"Alliance Ethnik","SinceritÃÂ© Et Jalousie","Lily","Koch","15","68","818"
"Enya","China Roses","Lily","Koch","15","69","818"
"Aya RL","Jazz","Lily","Koch","15","70","818"
"Clor","Love + Pain","Ryan","Smith","26","0","820"
"Alejandro Fernandez","Solitario Y Solo","Ryan","Smith","26","1","820"
"Yonder Mountain String Band","Midwest Gospel Radio","Ryan","Smith","26","2","820"
"K'Naan","Wavin'  Flag","Ava","Robinson","50","0","824"
"Cradle Of Filth","Her Ghost In The Fog","Kate","Harrell","97","0","828"
"Amanda Marshall","Let It Rain","Kate","Harrell","97","1","828"
"Rammstein","Sonne","Kate","Harrell","97","2","828"
"Cat Stevens","If You Want To Sing Out_ Sing Out","Kate","Harrell","97","3","828"
"Emma Shapplin","Spente Le Stelle","Kate","Harrell","97","4","828"
"Modest Mouse","Float On","Kate","Harrell","97","5","828"
"Flaco Jimenez","En El Cielo No Hay Cerveza (In Heaven There Is No Beer)","Kate","Harrell","97","6","828"
"Modest Mouse","Float On","Kate","Harrell","97","7","828"
"Cedric Gervais feat. Second Sun","Pills (Radio Edit) (Radio Edit)","Kate","Harrell","97","8","828"
"Sheena Easton","Strut (1993 Digital Remaster)","Kate","Harrell","97","9","828"
"Everything But The Girl","My Baby Don't Love Me","Kate","Harrell","97","10","828"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","Kate","Harrell","97","11","828"
"BoDeans","Naked (Live)","Kate","Harrell","97","12","828"
"OneRepublic","Apologize","Kate","Harrell","97","13","828"
"Miley Cyrus","Full Circle","Kate","Harrell","97","14","828"
"Coldplay","Don't Panic","Kate","Harrell","97","15","828"
"Atreyu","You Were The King_ Now You're Unconscious (Album Version)","Kate","Harrell","97","16","828"
"Bruce Springsteen","Born To Run","Kate","Harrell","97","17","828"
"BjÃÂ¶rk","Undo","Kate","Harrell","97","18","828"
"Big Shug","It Just Don't Stop","Kate","Harrell","97","19","828"
"The Wallflowers","Be Your Own Girl","Kate","Harrell","97","20","828"
"Chris Brown","Ain't No Way (You Won't Love Me)","Kate","Harrell","97","21","828"
"Charly GarcÃÂ­a","Filosofia Barata Y Zapatos De Goma","Kate","Harrell","97","22","828"
"N.W.A ft. Eazy-E","Boyz-N-The-Hood","Kate","Harrell","97","23","828"
"The Mighty Mighty Bosstones","1/2/2008","Kate","Harrell","97","24","828"
"Beastie Boys","Unite (2009 Digital Remaster)","Kate","Harrell","97","25","828"
"Yuksek","Take A Ride","Kate","Harrell","97","26","828"
"Fernando Ubiergo","Cuando Agosto Era 21","Kate","Harrell","97","27","828"
"Phoenix","Napoleon Says","Kate","Harrell","97","28","828"
"Radney Foster","Sweet And Wild","Jayden","Fox","101","0","790"
"Neneh Cherry","Manchild","Jayden","Fox","101","1","790"
"Hooligans","Szex & KV","Ayla","Johnson","63","0","785"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","Lily","Burns","32","0","786"
"Foals","Blue Blood","Morris","Gilmore","23","0","351"
"'N Sync/Phil Collins","Trashin' The Camp (Phil And 'N Sync Version)","Morris","Gilmore","23","1","351"
"Kristian Stanfill","I Need You","Jayden","Fox","101","0","838"
"Enrique Iglesias","Tired Of Being Sorry","Jayden","Fox","101","1","838"
"Michael Cretu","The Invisible Man","Jayden","Fox","101","2","838"
"Tommy Emmanuel","Windy & Warm","Jayden","Fox","101","3","838"
"Cherise","No Good 4 You","Stefany","White","83","0","772"
"Anna Waronker","Nothing Personal","Jayden","Duffy","76","0","662"
"King ChangÃÂ³","ConfesiÃÂ³n","Cecilia","Owens","6","0","763"
"Gang Of Four","I Found That Essence Rare","Cecilia","Owens","6","1","763"
"Line Renaud","Le Soir","Cecilia","Owens","6","2","763"
"the bird and the bee","Last Day Of Our Love","Tegan","Levine","80","2","823"
"Mudhoney","Get Into Yours","Aleena","Kirby","44","10","637"
"Carpenters","Yesterday Once More","Aleena","Kirby","44","11","637"
"Kings Of Leon","Taper Jean Girl","Aleena","Kirby","44","13","637"
"The Bloody Beetroots","Warp 1.9 (feat. Steve Aoki)","Aleena","Kirby","44","14","637"
"Kings Of Leon","Revelry","Aleena","Kirby","44","15","637"
"Euge Groove","Tenderly","Aleena","Kirby","44","16","637"
"Soltero","Bleeding Hearts","Aleena","Kirby","44","17","637"
"Nirvana","Lithium","Aleena","Kirby","44","18","637"
"Alliance Ethnik","ReprÃÂ©sente","Cecilia","Owens","6","0","535"
"Lykke Li","Melodies & Desires","Cecilia","Owens","6","1","535"
"The Coffee Club Orchestra","Overture","Ryan","Smith","26","1","622"
"Harmonia","Sehr kosmisch","Ryan","Smith","26","2","622"
"Alicia Keys","Caged Bird","Mohammad","Rodriguez","88","2","614"
"Crosby_ Stills & Nash","Wooden Ships (LP Version)","Mohammad","Rodriguez","88","3","614"
"R.E.M.","What's The Frequency_ Kenneth? (Radio Version)","Ryan","Smith","26","3","622"
"Eric Clapton","My Father's Eyes","Chloe","Cuevas","49","6","636"
"Godley & Creme","Cry","Chloe","Cuevas","49","7","636"
"Ron Carter","I CAN'T GET STARTED","Chloe","Cuevas","49","8","636"
"Timbaland / Keri Hilson / D.O.E.","The Way I Are","Tegan","Levine","80","0","620"
"Everything But The Girl","Missing","Chloe","Cuevas","49","9","636"
"Big Mountain","Baby_ I Love Your Way (Album Version)","Tegan","Levine","80","1","620"
"Gotan Project","Queremos Paz","Chloe","Cuevas","49","10","636"
"Washed Out","Belong","Tegan","Levine","80","2","620"
"OutKast","My Favorite Things","Tegan","Levine","80","3","620"
"Black Sabbath","Symptom Of The Universe","Chloe","Cuevas","49","11","636"
"Late Night Alumni","Uncharted","Tegan","Levine","80","4","620"
"Slightly Stoopid","This Joint","Chloe","Cuevas","49","12","636"
"Beastie Boys","Unite (2009 Digital Remaster)","Tegan","Levine","80","5","620"
"The Killers","Who Let You Go?","Tegan","Levine","80","6","620"
"Riverside","Stuck Between","Chloe","Cuevas","49","13","636"
"Flobots","Good Soldier","Tegan","Levine","80","7","620"
"Lighthouse Family","High","Chloe","Cuevas","49","14","636"
"Jack Johnson","Do You Remember","Tegan","Levine","80","8","620"
"Incubus","Pardon Me","Chloe","Cuevas","49","15","636"
"Edwyn Collins","A Girl Like You","Tegan","Levine","80","9","620"
"Joshua Radin","The Fear You Won't Fall","Chloe","Cuevas","49","16","636"
"Bon Iver","Team","Chloe","Cuevas","49","17","636"
"Nipsey Hussle","Its Hard Out Here","Chloe","Cuevas","49","18","636"
"Bebo & Cigala","Lagrimas Negras","Tegan","Levine","80","11","620"
"Kings Of Leon","Revelry","Tegan","Levine","80","12","620"
"Amy Winehouse","Love Is A Losing Game","Tegan","Levine","80","13","620"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","Tegan","Levine","80","14","620"
"Devin Townsend","Tiny Tears","Tegan","Levine","80","15","620"
"Camera Obscura","Number One Song","Tegan","Levine","80","16","620"
"Keyshia Cole","Same Thing","Tegan","Levine","80","17","620"
"Red Hot Chili Peppers","Tell Me Baby (Album Version)","Tegan","Levine","80","18","620"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","Chloe","Cuevas","49","20","636"
"Lit","My Own Worst Enemy","Chloe","Cuevas","49","21","636"
"Avenged Sevenfold","Dear God (Album Version)","Tegan","Levine","80","19","620"
"Harmonia","Sehr kosmisch","Chloe","Cuevas","49","22","636"
"Blue October","Calling You","Tegan","Levine","80","20","620"
"Bone Thugs-N-Harmony / Akon","I Tried","Tegan","Levine","80","21","620"
"Training For Utopia","Two Hands","Chloe","Cuevas","49","23","636"
"Delerium","Drama","Tegan","Levine","80","22","620"
"The Meters","Do The Dirt (Album Version)","Chloe","Cuevas","49","24","636"
"Harmonia","Sehr kosmisch","Chloe","Cuevas","49","25","636"
"Macy Gray","Slowly","Tegan","Levine","80","23","620"
"Alice In Chains","God Smack","Tegan","Levine","80","24","620"
"Dungeon Elite","Give It Up For Me You Us!","Lily","Burns","32","0","625"
"Angels Of Light & Akron/Family","Oceanside","Tegan","Levine","80","25","620"
"Krisiun","In League With Satan","Lily","Burns","32","1","625"
"Band Of Horses","Cigarettes_ Wedding Bands (Album)","Tegan","Levine","80","26","620"
"The Notorious B.I.G.","The What","Lily","Burns","32","2","625"
"Foolish Things","Who Can Compare","Tegan","Levine","80","27","620"
"The Strokes","On The Other Side","Tegan","Levine","80","28","620"
"Chick Corea & Hiromi","Windows","Jayden","Fox","101","0","604"
"Linkin Park","Bleed It Out [Live At Milton Keynes]","Tegan","Levine","80","29","620"
"DJ Shadow","Transmission 2","Jayden","Fox","101","1","604"
"Fleet Foxes","White Winter Hymnal","Tegan","Levine","80","30","620"
"Jonas Brothers","Games","Jayden","Fox","101","2","604"
"Guns N' Roses","Civil War","Tegan","Levine","80","31","620"
"!!!","Bend Over Beethoven","Tegan","Levine","80","32","620"
"Spice Girls","Who Do You Think You Are","Tegan","Levine","80","33","620"
"Los LÃÂ¡tigos","Luces Sensacional","Tegan","Levine","80","34","620"
"Willie Colon/Hector Lavoe","Triste Y Vacia","Tegan","Levine","80","35","620"
"Mike Jones","Mr. Jones (Explicit Version)","Stefany","White","83","0","533"
"Place Vendome","Place Vendome","Tegan","Levine","80","36","620"
"Camera Obscura","Alaska","Tegan","Levine","80","37","620"
"Cage The Elephant","Ain't No Rest For The Wicked (Original Version)","Tegan","Levine","80","38","620"
"Foo Fighters","The Pretender","Tegan","Levine","80","39","620"
"The Notting Hillbillies","Bewildered","Tegan","Levine","80","40","620"
"Muse","Supermassive Black Hole (Twilight Soundtrack Version)","Tegan","Levine","80","41","620"
"Owl City","Umbrella Beach","Tegan","Levine","80","42","620"
"Ray Barretto","Canto Abacua","Tegan","Levine","80","43","620"
"The Fray","Over My Head (Cable Car)","Tegan","Levine","80","44","620"
"Rokia TraorÃÂ©","SonoritÃÂ©s","Tegan","Levine","80","45","620"
"Les MisÃÂ©rables - 10th Anniversary Concert","Castle On A Cloud","Tegan","Levine","80","46","620"
"Usher","Making Love (Into The Night)","Tegan","Levine","80","47","620"
"3 Doors Down","Kryptonite","Tegan","Levine","80","48","620"
"The Pussycat Dolls","When I Grow Up","Tegan","Levine","80","49","620"
"Ryan Adams & The Cardinals","Dear John","Tegan","Levine","80","50","620"
"Michael BublÃÂ©","Home (Album Version)","Tegan","Levine","80","51","620"
"Denison Witmer","Forgiven","Tegan","Levine","80","52","620"
"Matt Pond PA","If You Want Blood","Tegan","Levine","80","53","620"
"Twista featuring Pharrell Williams","Give It Up (feat. Pharrell Williams) (Amended Album Version)","Tegan","Levine","80","54","620"
"Frankie Avalon","You Are Mine","Tegan","Levine","80","55","620"
"Frumpies","Fuck Kitty","Kinsley","Young","85","1","436"
"Cyberfit","Pojo Pojo","Tegan","Levine","80","57","620"
"Sheena Easton","For Your Eyes Only","Kinsley","Young","85","2","436"
"Arctic Monkeys","Still Take You Home","Kinsley","Young","85","3","436"
"Bob Dylan","Like A Rolling Stone","Tegan","Levine","80","58","620"
"Justin Timberlake","Let's Take A Ride","Kinsley","Young","85","4","436"
"Shinedown","Begin Again (Album Version)","Tegan","Levine","80","59","620"
"Coldplay","Clocks","Kinsley","Young","85","5","436"
"Kat DeLuna","Como Un SueÃÂ±o (Am I Dreaming)","Kinsley","Young","85","6","436"
"Todd Rundgren","Lord Chancellor's Nightmare Song","Kinsley","Young","85","7","436"
"Eminem / Dr. Dre / 50 Cent","Crack A Bottle","Kinsley","Young","85","8","436"
"La Roux","Bulletproof","Kinsley","Young","85","9","436"
"Aerosmith","Pink","Kinsley","Young","85","10","436"
"Colleen","Your Heart On Your Sleeve","Kinsley","Young","85","11","436"
"Nickelback","Should've Listened (Album Version)","Kinsley","Young","85","12","436"
"Daft Punk","Da Funk / Dadftendirekt","Anabelle","Simpson","69","0","465"
"Alliance Ethnik","SinceritÃÂ© Et Jalousie","Kinsley","Young","85","14","436"
"Beirut","St. Apollonia","Kinsley","Young","85","15","436"
"Live","I Walk The Line","Kinsley","Young","85","16","436"
"Greg Giraldo","Monkeypox / Osama / Bird Flu (Good Day To Cross A River)","Kinsley","Young","85","17","436"
"Hercules And Love Affair","Blind (Frankie Knuckles Remix)","Kinsley","Young","85","18","436"
"Junction 18","Lost In Adeline","Kinsley","Young","85","19","436"
"Plain White T S","Anything","Ava","Robinson","50","1","623"
"A Day To Remember","You Had Me At Hello","Kinsley","Young","85","20","436"
"K. Sparks featuring Dave Barz","My Block","Ava","Robinson","50","2","623"
"Aretha Franklin","You're All I Need To Get By","Ava","Robinson","50","3","623"
"Muse","Uprising","Kinsley","Young","85","22","436"
"The Wallflowers","One Headlight","Ava","Robinson","50","4","623"
"OneRepublic","All The Right Moves","Kinsley","Young","85","23","436"
"Van Halen","Panama (Remastered Album Version)","Kinsley","Young","85","24","436"
"Rihanna / will.i.am","Photographs","Kinsley","Young","85","25","436"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","Kinsley","Young","85","26","436"
"M83","Carresses","Kinsley","Young","85","27","436"
"Danilo Montero","El es el Rey","Kinsley","Young","85","28","436"
"The Who","Eminence Front","Kinsley","Young","85","29","436"
"Ruben Gonzalez","Nuestra Cancion","Kinsley","Young","85","30","436"
"Psychic Ills","I Knew My Name","Samuel","Gonzalez","61","0","610"
"Lighthouse Family","Lifted","Kinsley","Young","85","31","436"
"The Ordinary Boys","Boys Will Be Boys","Kinsley","Young","85","32","436"
"Phil Phillips","Sea Of Love","Kinsley","Young","85","33","436"
"Miike Snow","Animal","Kinsley","Young","85","34","436"
"Booka Shade","No Difference","Magdalene","Herman","77","1","244"
"Arma Blanca","R-Evolucion (con La Odysea y Nach) (La Mision)","Kinsley","Young","85","35","436"
"Santana","Daughter Of The Night","Ryan","Smith","26","0","644"
"Kirk Franklin & The Family","Blessing In The Storm","Kaylee","Summers","8","0","532"
"Be Bop Deluxe","Axe Victim","Kaylee","Summers","8","1","532"
"Geri Halliwell","Bag It Up","Kinsley","Young","85","36","436"
"Scissor Sisters","Intermission","Kinsley","Young","85","37","436"
"Paramore","Brick By Boring Brick [Acoustic Version]","Kaylee","Summers","8","2","532"
"Rufus Wainwright","Waiting For A Dream","Ryan","Smith","26","1","657"
"Joy Division","Shadowplay","Jayden","Duffy","76","0","640"
"Arch Enemy","Symphony Of Destruction","Jayden","Duffy","76","1","640"
"Johnny Cash with The Carter Family The Statler Brothers & Carl Perkins","Closing Medley: Folsom Prison Blues/I Walk The Line/Ring Of Fire/The Rebel - Johnny Yuma","Kaylee","Summers","8","3","532"
"Fischer-Z","So Long","Jayden","Duffy","76","3","640"
"Vampire Weekend","The Kids Dont Stand A Chance (Album)","Ryan","Smith","26","0","660"
"OneRepublic","Secrets","Ryan","Smith","26","1","660"
"Mariah Carey","Bye Bye","Ryan","Smith","26","2","660"
"Thyrfing","Vargavinter","Jayden","Fox","101","0","647"
"Avril Lavigne","Alice","Jayden","Fox","101","1","647"
"Nirvana","Breed","Jayden","Fox","101","2","647"
"Soundgarden","Burden In My Hand","Aiden","Hess","86","0","642"
"Angels and Airwaves","The Gift","Jayden","Fox","101","4","647"
"Pedro Aznar","A Primera Vista","Aiden","Hess","86","1","642"
"Something Happens","Inviral Love","Jayden","Fox","101","5","647"
"Kate Ryan","La Promesse (Radio Version)","Ava","Robinson","50","0","653"
"Paramore","Let The Flames Begin (Album Version)","Matthew","Jones","36","0","461"
"The RH Factor","Crazy Race","Matthew","Jones","36","1","461"
"Thousand Foot Krutch","The Invitation","Andrea","Butler","90","0","148"
"Fey","Aire","Matthew","Jones","36","2","461"
"Drowning Pool","Bodies","Matthew","Jones","36","3","461"
"The Postal Service","Such Great Heights","Matthew","Jones","36","4","461"
"Beastie Boys","Unite (2009 Digital Remaster)","Matthew","Jones","36","5","461"
"Jamie Cullum","Love Ain't Gonna Let You Down","Kate","Harrell","97","0","633"
"Ours","Fallen Souls","Matthew","Jones","36","6","461"
"Justin Bieber","One Time","Kate","Harrell","97","1","633"
"Kings Of Leon","Pistol Of Fire","Matthew","Jones","36","7","461"
"Absu","Twix Yesterday_ the Day & the Morrow","Kate","Harrell","97","2","633"
"Bon Iver","Blindsided","Kate","Harrell","97","3","633"
"O'Death","Gas Can Row","Kate","Harrell","97","4","633"
"Enya","Wild Child","Kate","Harrell","97","5","633"
"Radiohead","Let Down","Matthew","Jones","36","9","461"
"Julie London","Get Set For The Blues","Kate","Harrell","97","6","633"
"Mindy Smith","Jolene (Bonus Track)","Matthew","Jones","36","10","461"
"Rogue Wave","Harmonium","Kate","Harrell","97","7","633"
"zebrahead","Wake Me Up","Matthew","Jones","36","11","461"
"Faudel","Mon Pays","Kate","Harrell","97","8","633"
"St. Vincent","Just The Same But Brand New","Matthew","Jones","36","12","461"
"Frankie Valli","Grease (LP Version)","Kate","Harrell","97","9","633"
"The Housemartins","He Ain't Heavy_ He's My Brother","Matthew","Jones","36","13","461"
"RÃÂ¶yksopp","What Else Is There?","Kate","Harrell","97","10","633"
"Eagles","Earlybird (LP Version)","Ava","Robinson","50","0","667"
"David Arkenstone","Waterfall (Spirit Of The Rainforest Album Version)","Matthew","Jones","36","14","461"
"Metric","Help I'm Alive","Kate","Harrell","97","11","633"
"BMX Bandits","Mailbox","Matthew","Jones","36","15","461"
"Hot Chip","Beach Party","Kate","Harrell","97","12","633"
"Justice","Phantom Part 1.5 (Album Version)","Kate","Harrell","97","13","633"
"The Pussycat Dolls","I'm Done","Kate","Harrell","97","14","633"
"N.E.R.D.","Rock Star","Kate","Harrell","97","15","633"
"Eminem","Evil Deeds","Matthew","Jones","36","18","461"
"Guns N' Roses","Sympathy For The Devil","Kate","Harrell","97","16","633"
"Leon Jackson","When You Believe","Matthew","Jones","36","19","461"
"Drowning Pool","Hate","Matthew","Jones","36","20","461"
"Michael BublÃÂ©","Can't Buy Me Love (Album Version)","Kate","Harrell","97","17","633"
"Kings Of Leon","Revelry","Matthew","Jones","36","22","461"
"Theory Of A Deadman","Say Goodbye (Album Version)","Kate","Harrell","97","18","633"
"Dashboard Confessional","The Good Fight","Kate","Harrell","97","21","633"
"Future Rock","Gears","Matthew","Jones","36","24","461"
"The Cinematic Orchestra feat. Lou Rhodes","Music Box","Kate","Harrell","97","22","633"
"The Police","Walking On The Moon","Matthew","Jones","36","25","461"
"Black Eyed Peas","Pump It","Kate","Harrell","97","23","633"
"The Mars Volta","Tetragrammaton","Matthew","Jones","36","26","461"
"Crayons","There You Go","Ryan","Smith","26","1","663"
"Dear Nora","Give Me Some Of Yr Love","Kate","Harrell","97","24","633"
"Lil Scrappy","Like Me (Amended Version)","Kate","Harrell","97","25","633"
"Escape The Fate","This War Is Ours (The Guillotine II)","Kate","Harrell","97","26","633"
"Travis","Side","Layla","Griffin","24","0","407"
"The xx","Basic Space","Ryan","Smith","26","2","663"
"HÃÂ©roes del Silencio","Parasiempre","Kate","Harrell","97","27","633"
"Crosby_ Stills & Nash","Suite: Judy Blue Eyes [Remastered LP Version]","Layla","Griffin","24","1","407"
"Bad Brains","No Conditions","Kate","Harrell","97","28","633"
"James Taylor","Secret O' Life","Matthew","Jones","36","27","461"
"Train","Hey_ Soul Sister","Kate","Harrell","97","29","633"
"Florence + The Machine","Kiss With A Fist","Layla","Griffin","24","2","407"
"Veggie Tales (Veggie Tunes)","King Darius Suite (LP Version)","Matthew","Jones","36","28","461"
"Alliance Ethnik","SinceritÃÂ© Et Jalousie","Kate","Harrell","97","30","633"
"Minnie Riperton","Seeing You This Way","Layla","Griffin","24","3","407"
"Weezer","Buddy Holly","Matthew","Jones","36","29","461"
"Warrior King","Baby Don't Worry","Kate","Harrell","97","31","633"
"Colbie Caillat","Realize","Matthew","Jones","36","30","461"
"Passion Pit","Sleepyhead","Layla","Griffin","24","4","407"
"Tilly & The Wall","Pot Kettle Black","Layla","Griffin","24","6","407"
"John Mayer","Back To You","Kate","Harrell","97","32","633"
"The Killers","Everything Will Be Alright","Matthew","Jones","36","31","461"
"The Morning Benders","Wet Cement","Layla","Griffin","24","7","407"
"Bon Iver","Creature Fear","Kate","Harrell","97","33","633"
"Kelly Clarkson","Already Gone","Layla","Griffin","24","8","407"
"Children Of Bodom","Hate me !","Matthew","Jones","36","32","461"
"The Black Keys","Howlin For You","Kate","Harrell","97","34","633"
"The Perishers","Pills (Live)","Kate","Harrell","97","35","633"
"Train","Meet Virginia","Layla","Griffin","24","9","407"
"Barry Manilow","Can't Smile Without You","Matthew","Jones","36","33","461"
"Mary MacGregor","Torn Between Two Lovers","Matthew","Jones","36","34","461"
"Alex Gaudino Feat. Shena","Watch Out","Layla","Griffin","24","15","407"
"Passion Pit","Sleepyhead","Layla","Griffin","24","16","407"
"The Academy Is...","Every Burden Has A Version (Bonus Track)","Matthew","Jones","36","35","461"
"No Te Va Gustar","Al VacÃÂ­o","Layla","Griffin","24","17","407"
"Jadakiss","Kiss Of Death","Matthew","Jones","36","36","461"
"Coldplay","Yellow","Layla","Griffin","24","18","407"
"Markus KrunegÃÂ¥rd","Genom tunna tyger","Matthew","Jones","36","37","461"
"Expensive Soul","ÃÂ Aqui Que Se Passa Tudo","Matthew","Jones","36","38","461"
"Billy Squier","Lonely Is The Night","Layla","Griffin","24","19","407"
"Eminem","My Name Is","Matthew","Jones","36","39","461"
"Bright Eyes","Drunk Kid Catholic","Layla","Griffin","24","20","407"
"The New Pornographers","Go Places","Matthew","Jones","36","40","461"
"Craig David","Fast Cars","Layla","Griffin","24","21","407"
"The Strokes","On The Other Side","Matthew","Jones","36","41","461"
"Andrew Bird","How You Gonna Keep 'Em Down On The Farm","Layla","Griffin","24","22","407"
"Against Me!","Sink_ Florida_ Sink","Chloe","Cuevas","49","0","648"
"Melendi","Quiero Ser Feliz","Matthew","Jones","36","42","461"
"Belanova","Escena Final","Layla","Griffin","24","23","407"
"Xavier Rudd","Let Me Be","Chloe","Cuevas","49","1","648"
"Eric Church","Guys Like Me","Matthew","Jones","36","43","461"
"Tub Ring","Invalid","Chloe","Cuevas","49","2","648"
"Alison Limerick","Where Love Lives (Come On In)","Matthew","Jones","36","44","461"
"Godsmack","Voodoo","Chloe","Cuevas","49","3","648"
"Erin McKeown","La Petite Mort","Matthew","Jones","36","45","461"
